sep=;
Population size: 1000
Generation amount: 1000
Crossing probability: 0,7
Mutation probability: 0,1
Tournament parameter: 50


Deviation : 13515,0665436097
PopulationNumber;Best;Average;Worst
243;-652550,243117456;-677533,601083384;-718534,105425127
244;-650994,388021845;-676566,730680586;-719841,417975028
245;-649821,387642309;-675742,59373967;-716415,21764582
246;-650847,866741524;-675095,54779942;-716814,887488595
247;-649084,539922002;-674832,06411714;-718998,150465322
248;-649100,30309392;-674302,135255162;-715963,554773326
249;-649005,216274323;-673705,97187244;-717226,446262346
250;-648066,350700748;-673745,391200341;-715612,505268592
251;-646932,103821778;-673616,633220551;-720029,610676769
252;-645856,981075247;-672986,360019799;-716838,375748061
253;-646200,722336731;-671931,266377516;-713348,021640097
254;-645291,807370663;-671326,477418264;-717281,018244587
255;-644316,710638107;-669832,535413043;-714268,032210442
256;-643016,832575664;-668727,596843347;-710178,048215547
257;-642431,886847765;-667713,923742886;-709865,188687182
258;-641138,20401648;-666342,104749217;-710333,63547027
259;-640409,21763689;-665557,994923308;-709197,42291288
260;-639695,256631892;-664912,377251093;-704815,64518926
261;-639420,159708018;-663565,0833641;-706102,621116497
262;-638742,801863631;-662236,902025626;-705706,428833194
263;-638573,265577174;-661082,484918774;-704839,151140472
264;-637531,909684498;-660355,870591034;-703807,284495469
265;-636631,504132987;-659471,597533165;-701434,002619431
266;-634889,409645758;-658958,331813937;-699495,008831027
267;-633407,651274667;-658405,720626818;-701766,32804515
268;-632700,840387904;-657206,712881996;-695981,183078374
269;-632056,087707981;-656684,76340609;-697072,455891394
270;-631391,165905187;-656194,952383695;-697954,211915283
271;-631277,539186077;-655901,369231283;-698783,760396972
272;-629379,379793677;-654421,917930717;-700470,990110489
273;-629268,113526912;-653183,945972596;-694860,86221452
274;-629262,504278797;-652575,900283295;-693636,510990442
275;-628351,209596114;-652367,906287272;-694138,279984297
276;-628353,730092087;-652461,805506968;-693465,006205623
277;-627669,745510569;-651868,083956177;-694090,932386572
278;-627398,677717556;-651468,736960295;-692800,354441897
279;-626367,320932371;-650841,112445709;-691406,798157225
280;-626158,281819487;-650535,788580181;-693318,679789592
281;-626244,713415252;-650680,033217849;-692042,229224486
282;-625468,121621115;-649505,907123737;-689645,296219966
283;-625162,363436761;-649270,292694231;-691186,476718554
284;-624728,436141049;-649111,919223408;-690174,384617313
285;-624155,188155339;-649031,681218371;-689666,58626469
286;-623909,577927683;-648734,873696794;-690284,717437097
287;-623923,046348438;-648161,049956403;-690084,871150137
288;-624152,800358854;-648362,738854544;-691548,437387226
289;-623126,91276671;-648255,726407915;-691455,809240828
290;-622779,797091123;-648058,804218033;-692571,448627247
291;-622919,683805;-647760,918818805;-692149,701519774
292;-622126,787069503;-647258,308031077;-690902,707912228
293;-621572,06875635;-645825,020072616;-685764,984633454
294;-620859,907688297;-644908,026544606;-687218,422266865
295;-621089,316253838;-644601,759469161;-688901,978029559
296;-620765,971127004;-644186,177514896;-687007,314334238
297;-620072,649537239;-643980,033556056;-686792,886437651
298;-619609,008280911;-643707,691485502;-684690,456251958
299;-619860,88455756;-643709,414527012;-685486,171083853
300;-618991,195115293;-643912,067531;-689772,480048025
301;-619007,581923223;-643440,603224198;-682980,588923339
302;-618555,489307332;-643482,501774216;-684351,402957649
303;-618085,859801114;-643265,234378965;-684953,877038164
304;-616780,543230246;-642219,336389697;-686010,722448696
305;-616840,972739986;-642222,962657638;-683755,7365396
306;-616262,91597908;-641316,261539002;-686190,927562764
307;-616188,771091973;-640415,512428542;-684413,622498045
308;-615549,121293451;-639911,129324852;-683742,375013401
309;-614771,280786137;-639714,797710974;-684284,510565946
310;-614611,40530429;-639822,886195053;-682210,960260301
311;-614611,68184538;-639982,576732787;-680155,70321669
312;-613779,396548872;-639624,016894202;-684994,900413743
313;-613437,723122478;-639041,278950296;-683751,051309819
